case_id,case_kind,expected_type,a,b,provenance
random_03294,random,,-4610,-9855,random_seed_20260220
random_03295,random,,-9163,1076,random_seed_20260220
random_03296,random,,2081,9436,random_seed_20260220
random_03297,random,,-1224,-9239,random_seed_20260220
random_03298,random,,4578,2055,random_seed_20260220
random_03299,random,,9661,2090,random_seed_20260220
random_03300,random,,2546,-5503,random_seed_20260220
random_03301,random,,-2496,-6364,random_seed_20260220
random_03302,random,,-8822,-7821,random_seed_20260220
random_03303,random,,2538,-9785,random_seed_20260220
random_03304,random,,-9061,4756,random_seed_20260220
random_03305,random,,8557,3554,random_seed_20260220
random_03306,random,,-5946,8984,random_seed_20260220
random_03307,random,,-8132,-1528,random_seed_20260220
random_03308,random,,-2676,-5563,random_seed_20260220
random_03309,random,,7706,-4224,random_seed_20260220
random_03310,random,,-4418,6995,random_seed_20260220
random_03311,random,,3383,-1411,random_seed_20260220
random_03312,random,,-29,-9376,random_seed_20260220
random_03313,random,,6065,-6362,random_seed_20260220
random_03314,random,,2815,-7891,random_seed_20260220
random_03315,random,,7463,-3647,random_seed_20260220
random_03316,random,,-4012,-6620,random_seed_20260220
random_03317,random,,5957,2723,random_seed_20260220
random_03318,random,,-3966,3849,random_seed_20260220
random_03319,random,,-8248,-2451,random_seed_20260220
random_03320,random,,7094,-8272,random_seed_20260220
random_03321,random,,8840,-6087,random_seed_20260220
random_03322,random,,-6413,4510,random_seed_20260220
random_03323,random,,7722,-4199,random_seed_20260220
random_03324,random,,5280,-4705,random_seed_20260220
random_03325,random,,1214,2656,random_seed_20260220
random_03326,random,,1638,4263,random_seed_20260220
random_03327,random,,2314,6923,random_seed_20260220
random_03328,random,,-2067,-5350,random_seed_20260220
random_03329,random,,657,3794,random_seed_20260220
random_03330,random,,-2325,-4708,random_seed_20260220
random_03331,random,,-6989,6844,random_seed_20260220
random_03332,random,,-9331,-7832,random_seed_20260220
random_03333,random,,-6980,5817,random_seed_20260220
random_03334,random,,4782,1203,random_seed_20260220
random_03335,random,,-3358,-6006,random_seed_20260220
random_03336,random,,-798,6619,random_seed_20260220
random_03337,random,,3258,1696,random_seed_20260220
random_03338,random,,-8783,7424,random_seed_20260220
random_03339,random,,7685,-6291,random_seed_20260220
random_03340,random,,7122,-8630,random_seed_20260220
random_03341,random,,244,1510,random_seed_20260220
random_03342,random,,-6181,-9646,random_seed_20260220
random_03343,random,,-887,7094,random_seed_20260220
random_03344,random,,-4801,8688,random_seed_20260220
random_03345,random,,-9832,-4427,random_seed_20260220
random_03346,random,,8622,-2452,random_seed_20260220
random_03347,random,,-2194,-1758,random_seed_20260220
random_03348,random,,-6467,6434,random_seed_20260220
random_03349,random,,6128,5858,random_seed_20260220
random_03350,random,,4885,-4767,random_seed_20260220
random_03351,random,,5499,-6527,random_seed_20260220
random_03352,random,,-205,-519,random_seed_20260220
random_03353,random,,6249,6866,random_seed_20260220
random_03354,random,,5061,4224,random_seed_20260220
random_03355,random,,2371,-3694,random_seed_20260220
random_03356,random,,5280,-3138,random_seed_20260220
random_03357,random,,-469,7455,random_seed_20260220
random_03358,random,,2793,7326,random_seed_20260220
random_03359,random,,-3764,-1644,random_seed_20260220
random_03360,random,,-7123,-8674,random_seed_20260220
random_03361,random,,1681,-9755,random_seed_20260220
random_03362,random,,1893,-8920,random_seed_20260220
random_03363,random,,2864,9660,random_seed_20260220
random_03364,random,,9413,-567,random_seed_20260220
random_03365,random,,-1154,-3388,random_seed_20260220
random_03366,random,,-7227,8680,random_seed_20260220
random_03367,random,,-3471,1096,random_seed_20260220
random_03368,random,,8739,-1850,random_seed_20260220
random_03369,random,,-6752,3041,random_seed_20260220
random_03370,random,,-3405,-9669,random_seed_20260220
random_03371,random,,2332,339,random_seed_20260220
random_03372,random,,7867,-1242,random_seed_20260220
random_03373,random,,-6703,-5864,random_seed_20260220
random_03374,random,,-9263,-3743,random_seed_20260220
random_03375,random,,-70,-3450,random_seed_20260220
random_03376,random,,8262,-8577,random_seed_20260220
random_03377,random,,-8195,-9299,random_seed_20260220
random_03378,random,,8606,5825,random_seed_20260220
random_03379,random,,6878,3107,random_seed_20260220
random_03380,random,,-1375,-4069,random_seed_20260220
random_03381,random,,2344,9304,random_seed_20260220
random_03382,random,,-2755,-194,random_seed_20260220
random_03383,random,,6837,4511,random_seed_20260220
random_03384,random,,-8191,-5579,random_seed_20260220
random_03385,random,,587,-6831,random_seed_20260220
random_03386,random,,9764,-1535,random_seed_20260220
random_03387,random,,7841,7327,random_seed_20260220
random_03388,random,,5972,-5229,random_seed_20260220
random_03389,random,,5672,-2699,random_seed_20260220
random_03390,random,,-1270,1179,random_seed_20260220
random_03391,random,,717,5581,random_seed_20260220
random_03392,random,,-5688,-1879,random_seed_20260220
random_03393,random,,-3931,4924,random_seed_20260220
random_03394,random,,3575,3083,random_seed_20260220
random_03395,random,,-4920,-8309,random_seed_20260220
random_03396,random,,7553,2641,random_seed_20260220
random_03397,random,,-147,-4322,random_seed_20260220
random_03398,random,,8902,-9296,random_seed_20260220
random_03399,random,,3240,9219,random_seed_20260220
random_03400,random,,2722,-8304,random_seed_20260220
random_03401,random,,8652,8726,random_seed_20260220
random_03402,random,,-8844,-5802,random_seed_20260220
random_03403,random,,-3071,-8685,random_seed_20260220
random_03404,random,,8264,-1328,random_seed_20260220
random_03405,random,,-7827,-6546,random_seed_20260220
random_03406,random,,2141,7251,random_seed_20260220
random_03407,random,,5359,6696,random_seed_20260220
random_03408,random,,3954,-5575,random_seed_20260220
random_03409,random,,-3640,-3128,random_seed_20260220
random_03410,random,,2362,-5746,random_seed_20260220
random_03411,random,,8567,9769,random_seed_20260220
random_03412,random,,8012,-3157,random_seed_20260220
random_03413,random,,4171,-2954,random_seed_20260220
random_03414,random,,-5076,1742,random_seed_20260220
random_03415,random,,2309,7346,random_seed_20260220
random_03416,random,,5027,-6581,random_seed_20260220
random_03417,random,,9865,9943,random_seed_20260220
random_03418,random,,6115,578,random_seed_20260220
random_03419,random,,7055,9415,random_seed_20260220
random_03420,random,,2410,295,random_seed_20260220
random_03421,random,,-9317,753,random_seed_20260220
random_03422,random,,8088,-6758,random_seed_20260220
random_03423,random,,4417,5302,random_seed_20260220
random_03424,random,,9128,-1982,random_seed_20260220
random_03425,random,,4821,-2910,random_seed_20260220
random_03426,random,,3730,-6453,random_seed_20260220
random_03427,random,,520,-6859,random_seed_20260220
random_03428,random,,3578,5577,random_seed_20260220
random_03429,random,,2819,-64,random_seed_20260220
random_03430,random,,4226,2077,random_seed_20260220
random_03431,random,,-3774,2570,random_seed_20260220
random_03432,random,,2796,-8093,random_seed_20260220
random_03433,random,,-1434,-2077,random_seed_20260220
random_03434,random,,6744,9919,random_seed_20260220
random_03435,random,,9790,-2010,random_seed_20260220
random_03436,random,,4471,-2981,random_seed_20260220
random_03437,random,,3910,-851,random_seed_20260220
random_03438,random,,-883,2404,random_seed_20260220
random_03439,random,,485,9585,random_seed_20260220
random_03440,random,,-2999,8980,random_seed_20260220
random_03441,random,,7975,8574,random_seed_20260220
random_03442,random,,7162,-3766,random_seed_20260220
random_03443,random,,-944,-2346,random_seed_20260220
random_03444,random,,6245,-2508,random_seed_20260220
random_03445,random,,-6536,-7020,random_seed_20260220
random_03446,random,,-9211,-2685,random_seed_20260220
random_03447,random,,937,-6176,random_seed_20260220
random_03448,random,,5582,-7688,random_seed_20260220
random_03449,random,,-2910,-1642,random_seed_20260220
random_03450,random,,-4620,-984,random_seed_20260220
random_03451,random,,-5259,-235,random_seed_20260220
random_03452,random,,2193,-4793,random_seed_20260220
random_03453,random,,-5092,2240,random_seed_20260220
random_03454,random,,3601,6734,random_seed_20260220
random_03455,random,,9706,-9021,random_seed_20260220
random_03456,random,,2324,-3348,random_seed_20260220
random_03457,random,,-4680,3070,random_seed_20260220
random_03458,random,,-3912,7416,random_seed_20260220
random_03459,random,,1328,-1222,random_seed_20260220
random_03460,random,,-2523,5156,random_seed_20260220
random_03461,random,,-1344,4815,random_seed_20260220
random_03462,random,,-496,-2466,random_seed_20260220
random_03463,random,,1264,881,random_seed_20260220
random_03464,random,,5800,-3203,random_seed_20260220
random_03465,random,,6564,5191,random_seed_20260220
random_03466,random,,9135,-6056,random_seed_20260220
random_03467,random,,-1257,7270,random_seed_20260220
random_03468,random,,-3815,-6768,random_seed_20260220
random_03469,random,,7987,9079,random_seed_20260220
random_03470,random,,-3960,2743,random_seed_20260220
random_03471,random,,-7156,2620,random_seed_20260220
random_03472,random,,73,-9363,random_seed_20260220
random_03473,random,,-8304,2528,random_seed_20260220
random_03474,random,,-6131,7187,random_seed_20260220
random_03475,random,,8496,-5128,random_seed_20260220
random_03476,random,,2005,3041,random_seed_20260220
random_03477,random,,1147,919,random_seed_20260220
random_03478,random,,3614,3493,random_seed_20260220
random_03479,random,,-8829,-9034,random_seed_20260220
random_03480,random,,-2472,-1929,random_seed_20260220
random_03481,random,,6484,-8728,random_seed_20260220
random_03482,random,,-9396,-1871,random_seed_20260220
random_03483,random,,-4236,4695,random_seed_20260220
random_03484,random,,626,-6011,random_seed_20260220
random_03485,random,,-1400,4786,random_seed_20260220
random_03486,random,,2943,-162,random_seed_20260220
random_03487,random,,1341,7361,random_seed_20260220
random_03488,random,,1527,8578,random_seed_20260220
random_03489,random,,-5638,-8077,random_seed_20260220
random_03490,random,,-2874,-4183,random_seed_20260220
random_03491,random,,-3172,-3235,random_seed_20260220
random_03492,random,,-2227,-489,random_seed_20260220
random_03493,random,,481,-2740,random_seed_20260220
random_03494,random,,-3083,7437,random_seed_20260220
random_03495,random,,-7458,-4076,random_seed_20260220
random_03496,random,,4233,-383,random_seed_20260220
random_03497,random,,-3490,4868,random_seed_20260220
random_03498,random,,5050,2650,random_seed_20260220
random_03499,random,,-2004,-2600,random_seed_20260220
random_03500,random,,3839,-8647,random_seed_20260220
random_03501,random,,3348,89,random_seed_20260220
random_03502,random,,-7590,7932,random_seed_20260220
random_03503,random,,6440,2321,random_seed_20260220
random_03504,random,,2030,-1208,random_seed_20260220
random_03505,random,,3945,-5343,random_seed_20260220
random_03506,random,,1303,6729,random_seed_20260220
random_03507,random,,9766,2335,random_seed_20260220
random_03508,random,,-9691,1695,random_seed_20260220
random_03509,random,,2361,8339,random_seed_20260220
random_03510,random,,4590,943,random_seed_20260220
random_03511,random,,-6586,-6572,random_seed_20260220
random_03512,random,,-7416,-5725,random_seed_20260220
random_03513,random,,-3618,6535,random_seed_20260220
random_03514,random,,-4350,-6952,random_seed_20260220
random_03515,random,,-5899,2193,random_seed_20260220
random_03516,random,,6865,-6371,random_seed_20260220
random_03517,random,,8827,-8296,random_seed_20260220
random_03518,random,,-9118,4298,random_seed_20260220
random_03519,random,,9740,3162,random_seed_20260220
random_03520,random,,-294,2424,random_seed_20260220
random_03521,random,,1620,-4524,random_seed_20260220
random_03522,random,,-5964,5608,random_seed_20260220
random_03523,random,,-3584,2007,random_seed_20260220
random_03524,random,,5671,7329,random_seed_20260220
random_03525,random,,2938,9470,random_seed_20260220
random_03526,random,,1305,3274,random_seed_20260220
random_03527,random,,590,2573,random_seed_20260220
random_03528,random,,9803,-2309,random_seed_20260220
random_03529,random,,1710,-3979,random_seed_20260220
random_03530,random,,2458,3910,random_seed_20260220
random_03531,random,,-7177,-7942,random_seed_20260220
random_03532,random,,-4209,71,random_seed_20260220
random_03533,random,,-385,3738,random_seed_20260220
random_03534,random,,2348,2658,random_seed_20260220
random_03535,random,,711,9232,random_seed_20260220
random_03536,random,,408,7209,random_seed_20260220
random_03537,random,,7106,3294,random_seed_20260220
random_03538,random,,-1272,-2918,random_seed_20260220
random_03539,random,,7005,7109,random_seed_20260220
random_03540,random,,-6266,3489,random_seed_20260220
random_03541,random,,9513,7008,random_seed_20260220
random_03542,random,,-6842,-2244,random_seed_20260220
random_03543,random,,7899,-4086,random_seed_20260220
random_03544,random,,-5552,-3453,random_seed_20260220
random_03545,random,,502,9923,random_seed_20260220
random_03546,random,,-8020,-9081,random_seed_20260220
random_03547,random,,4019,7234,random_seed_20260220
random_03548,random,,-8148,5406,random_seed_20260220
random_03549,random,,-7996,-7523,random_seed_20260220
random_03550,random,,4573,1316,random_seed_20260220
random_03551,random,,-2035,2046,random_seed_20260220
random_03552,random,,-4752,-7452,random_seed_20260220
random_03553,random,,-2100,-6436,random_seed_20260220
random_03554,random,,-8596,-7667,random_seed_20260220
random_03555,random,,633,-8348,random_seed_20260220
random_03556,random,,-1811,5744,random_seed_20260220
random_03557,random,,2070,-1885,random_seed_20260220
random_03558,random,,-8906,2733,random_seed_20260220
random_03559,random,,-4473,-701,random_seed_20260220
